TimeStart,TimeEnd,Length (s),File Name
11/14/2021 1:37:40.046,11/14/2021 2:07:41.413,1801.367,1465_Bridge05844A_afterpour_startup_21-11-11-0435pm_114.ASC
11/14/2021 2:07:41.413,11/14/2021 2:37:42.880,1801.467,1466_Bridge05844A_afterpour_startup_21-11-11-0435pm_115.ASC
11/14/2021 2:37:42.880,11/14/2021 3:07:44.287,1801.407,1467_Bridge05844A_afterpour_startup_21-11-11-0435pm_116.ASC
11/14/2021 3:07:44.287,11/14/2021 3:37:45.660,1801.373,1468_Bridge05844A_afterpour_startup_21-11-11-0435pm_117.ASC
11/14/2021 3:37:45.660,11/14/2021 4:07:47.140,1801.480,1469_Bridge05844A_afterpour_startup_21-11-11-0435pm_118.ASC
11/14/2021 4:07:47.140,11/14/2021 4:37:48.533,1801.393,1470_Bridge05844A_afterpour_startup_21-11-11-0435pm_119.ASC
11/14/2021 4:37:48.533,11/14/2021 5:07:49.886,1801.353,1471_Bridge05844A_afterpour_startup_21-11-11-0435pm_120.ASC
11/14/2021 5:07:49.886,11/14/2021 5:37:51.259,1801.373,1472_Bridge05844A_afterpour_startup_21-11-11-0435pm_121.ASC
11/14/2021 5:37:51.259,11/14/2021 6:07:52.632,1801.373,1473_Bridge05844A_afterpour_startup_21-11-11-0435pm_122.ASC
11/14/2021 6:07:52.632,11/14/2021 6:37:54.099,1801.467,1474_Bridge05844A_afterpour_startup_21-11-11-0435pm_123.ASC
11/14/2021 6:37:54.099,11/14/2021 7:07:55.519,1801.420,1475_Bridge05844A_afterpour_startup_21-11-11-0435pm_124.ASC
11/14/2021 7:07:55.519,11/14/2021 7:37:56.872,1801.353,1476_Bridge05844A_afterpour_startup_21-11-11-0435pm_125.ASC
11/14/2021 7:37:56.872,11/14/2021 8:07:58.225,1801.353,1477_Bridge05844A_afterpour_startup_21-11-11-0435pm_126.ASC
11/14/2021 8:07:58.225,11/14/2021 8:37:59.698,1801.473,1478_Bridge05844A_afterpour_startup_21-11-11-0435pm_127.ASC
11/14/2021 8:37:59.698,11/14/2021 9:08:01.098,1801.400,1479_Bridge05844A_afterpour_startup_21-11-11-0435pm_128.ASC
11/14/2021 9:08:01.098,11/14/2021 9:38:02.498,1801.400,1480_Bridge05844A_afterpour_startup_21-11-11-0435pm_129.ASC
11/14/2021 9:38:02.498,11/14/2021 10:08:03.871,1801.373,1481_Bridge05844A_afterpour_startup_21-11-11-0435pm_130.ASC
11/14/2021 10:08:03.871,11/14/2021 10:38:05.251,1801.380,1482_Bridge05844A_afterpour_startup_21-11-11-0435pm_131.ASC
11/14/2021 10:38:05.251,11/14/2021 11:08:06.651,1801.400,1483_Bridge05844A_afterpour_startup_21-11-11-0435pm_132.ASC
11/14/2021 11:08:06.651,11/14/2021 11:38:08.011,1801.360,1484_Bridge05844A_afterpour_startup_21-11-11-0435pm_133.ASC
11/14/2021 11:38:08.011,11/14/2021 12:08:09.471,1801.460,1485_Bridge05844A_afterpour_startup_21-11-11-0435pm_134.ASC
11/14/2021 12:08:09.471,11/14/2021 12:38:10.898,1801.427,1486_Bridge05844A_afterpour_startup_21-11-11-0435pm_135.ASC
11/14/2021 12:38:10.898,11/14/2021 13:08:12.245,1801.347,1487_Bridge05844A_afterpour_startup_21-11-11-0435pm_136.ASC
11/14/2021 13:08:12.245,11/14/2021 13:38:13.698,1801.453,1488_Bridge05844A_afterpour_startup_21-11-11-0435pm_137.ASC
11/14/2021 13:38:13.698,11/14/2021 14:08:15.111,1801.413,1489_Bridge05844A_afterpour_startup_21-11-11-0435pm_138.ASC
11/14/2021 14:08:15.111,11/14/2021 14:38:16.458,1801.347,1490_Bridge05844A_afterpour_startup_21-11-11-0435pm_139.ASC
11/14/2021 14:38:16.458,11/14/2021 15:08:17.851,1801.393,1491_Bridge05844A_afterpour_startup_21-11-11-0435pm_140.ASC
11/14/2021 15:08:17.851,11/14/2021 15:38:19.244,1801.393,1492_Bridge05844A_afterpour_startup_21-11-11-0435pm_141.ASC
11/14/2021 15:38:19.244,11/14/2021 16:08:20.617,1801.373,1493_Bridge05844A_afterpour_startup_21-11-11-0435pm_142.ASC
11/14/2021 16:08:20.617,11/14/2021 16:38:22.097,1801.480,1494_Bridge05844A_afterpour_startup_21-11-11-0435pm_143.ASC
11/14/2021 16:38:22.097,11/14/2021 17:08:23.524,1801.427,1495_Bridge05844A_afterpour_startup_21-11-11-0435pm_144.ASC
11/14/2021 17:08:23.524,11/14/2021 17:38:24.911,1801.387,1496_Bridge05844A_afterpour_startup_21-11-11-0435pm_145.ASC
11/14/2021 17:38:24.911,11/14/2021 18:08:26.324,1801.413,1497_Bridge05844A_afterpour_startup_21-11-11-0435pm_146.ASC
11/14/2021 18:08:26.324,11/14/2021 18:38:27.684,1801.360,1498_Bridge05844A_afterpour_startup_21-11-11-0435pm_147.ASC
11/14/2021 18:38:27.684,11/14/2021 19:08:29.077,1801.393,1499_Bridge05844A_afterpour_startup_21-11-11-0435pm_148.ASC
11/14/2021 19:08:29.077,11/14/2021 19:38:30.450,1801.373,1500_Bridge05844A_afterpour_startup_21-11-11-0435pm_149.ASC
11/14/2021 19:38:30.450,11/14/2021 20:08:31.917,1801.467,1501_Bridge05844A_afterpour_startup_21-11-11-0435pm_150.ASC
11/14/2021 20:08:31.917,11/14/2021 20:38:33.350,1801.433,1502_Bridge05844A_afterpour_startup_21-11-11-0435pm_151.ASC
11/14/2021 20:38:33.350,11/14/2021 21:08:34.723,1801.373,1503_Bridge05844A_afterpour_startup_21-11-11-0435pm_152.ASC
11/14/2021 21:08:34.723,11/14/2021 21:38:36.096,1801.373,1504_Bridge05844A_afterpour_startup_21-11-11-0435pm_153.ASC
11/14/2021 21:38:36.096,11/14/2021 22:08:37.476,1801.380,1505_Bridge05844A_afterpour_startup_21-11-11-0435pm_154.ASC
11/14/2021 22:08:37.476,11/14/2021 22:38:38.836,1801.360,1506_Bridge05844A_afterpour_startup_21-11-11-0435pm_155.ASC
11/14/2021 22:38:38.836,11/14/2021 23:08:40.276,1801.440,1507_Bridge05844A_afterpour_startup_21-11-11-0435pm_156.ASC
11/14/2021 23:08:40.276,11/14/2021 23:38:41.703,1801.427,1508_Bridge05844A_afterpour_startup_21-11-11-0435pm_157.ASC
11/14/2021 23:38:41.703,11/15/2021 0:08:43.076,1801.373,1509_Bridge05844A_afterpour_startup_21-11-11-0435pm_158.ASC
11/15/2021 0:08:43.076,11/15/2021 0:38:44.469,1801.393,1510_Bridge05844A_afterpour_startup_21-11-11-0435pm_159.ASC
11/15/2021 0:38:44.469,11/15/2021 1:08:45.849,1801.380,1511_Bridge05844A_afterpour_startup_21-11-11-0435pm_160.ASC
11/15/2021 1:08:45.849,11/15/2021 1:38:47.249,1801.400,1512_Bridge05844A_afterpour_startup_21-11-11-0435pm_161.ASC
11/15/2021 1:38:47.249,11/15/2021 2:08:48.716,1801.467,1513_Bridge05844A_afterpour_startup_21-11-11-0435pm_162.ASC
11/15/2021 2:08:48.716,11/15/2021 2:38:50.149,1801.433,1514_Bridge05844A_afterpour_startup_21-11-11-0435pm_163.ASC
11/15/2021 2:38:50.149,11/15/2021 3:08:51.502,1801.353,1515_Bridge05844A_afterpour_startup_21-11-11-0435pm_164.ASC
11/15/2021 3:08:51.502,11/15/2021 3:38:52.882,1801.380,1516_Bridge05844A_afterpour_startup_21-11-11-0435pm_165.ASC
11/15/2021 3:38:52.882,11/15/2021 4:08:54.242,1801.360,1517_Bridge05844A_afterpour_startup_21-11-11-0435pm_166.ASC
11/15/2021 4:08:54.242,11/15/2021 4:38:55.695,1801.453,1518_Bridge05844A_afterpour_startup_21-11-11-0435pm_167.ASC
11/15/2021 4:38:55.695,11/15/2021 5:08:57.108,1801.413,1519_Bridge05844A_afterpour_startup_21-11-11-0435pm_168.ASC
11/15/2021 5:08:57.108,11/15/2021 5:38:58.495,1801.387,1520_Bridge05844A_afterpour_startup_21-11-11-0435pm_169.ASC
11/15/2021 5:38:58.495,11/15/2021 6:08:59.868,1801.373,1521_Bridge05844A_afterpour_startup_21-11-11-0435pm_170.ASC
11/15/2021 6:08:59.868,11/15/2021 6:39:01.241,1801.373,1522_Bridge05844A_afterpour_startup_21-11-11-0435pm_171.ASC
11/15/2021 6:39:01.241,11/15/2021 7:09:02.721,1801.480,1523_Bridge05844A_afterpour_startup_21-11-11-0435pm_172.ASC
11/15/2021 7:09:02.721,11/15/2021 7:39:04.141,1801.420,1524_Bridge05844A_afterpour_startup_21-11-11-0435pm_173.ASC
11/15/2021 7:39:04.141,11/15/2021 8:09:05.514,1801.373,1525_Bridge05844A_afterpour_startup_21-11-11-0435pm_174.ASC
11/15/2021 8:09:05.514,11/15/2021 8:39:06.874,1801.360,1526_Bridge05844A_afterpour_startup_21-11-11-0435pm_175.ASC
11/15/2021 8:39:06.874,11/15/2021 9:09:08.241,1801.367,1527_Bridge05844A_afterpour_startup_21-11-11-0435pm_176.ASC
11/15/2021 9:09:08.241,11/15/2021 9:39:09.714,1801.473,1528_Bridge05844A_afterpour_startup_21-11-11-0435pm_177.ASC
11/15/2021 9:39:09.714,11/15/2021 10:09:11.141,1801.427,1529_Bridge05844A_afterpour_startup_21-11-11-0435pm_178.ASC
11/15/2021 10:09:11.141,11/15/2021 10:39:12.488,1801.347,1530_Bridge05844A_afterpour_startup_21-11-11-0435pm_179.ASC
11/15/2021 10:39:12.488,11/15/2021 11:09:13.848,1801.360,1531_Bridge05844A_afterpour_startup_21-11-11-0435pm_180.ASC
11/15/2021 11:09:13.848,11/15/2021 11:39:15.335,1801.487,1532_Bridge05844A_afterpour_startup_21-11-11-0435pm_181.ASC
11/15/2021 11:39:15.335,11/15/2021 12:09:16.762,1801.427,1533_Bridge05844A_afterpour_startup_21-11-11-0435pm_182.ASC
11/15/2021 12:09:16.762,11/15/2021 12:39:18.135,1801.373,1534_Bridge05844A_afterpour_startup_21-11-11-0435pm_183.ASC
11/15/2021 12:39:18.135,11/15/2021 13:09:19.495,1801.360,1535_Bridge05844A_afterpour_startup_21-11-11-0435pm_184.ASC
11/15/2021 13:09:19.495,11/15/2021 13:39:20.882,1801.387,1536_Bridge05844A_afterpour_startup_21-11-11-0435pm_185.ASC
11/15/2021 13:39:20.882,11/15/2021 14:09:22.262,1801.380,1537_Bridge05844A_afterpour_startup_21-11-11-0435pm_186.ASC
11/15/2021 14:09:22.262,11/15/2021 14:39:23.662,1801.400,1538_Bridge05844A_afterpour_startup_21-11-11-0435pm_187.ASC
11/15/2021 14:39:23.662,11/15/2021 15:09:25.049,1801.387,1539_Bridge05844A_afterpour_startup_21-11-11-0435pm_188.ASC
11/15/2021 15:09:25.049,11/15/2021 15:39:26.482,1801.433,1540_Bridge05844A_afterpour_startup_21-11-11-0435pm_189.ASC
11/15/2021 15:39:26.482,11/15/2021 16:09:27.849,1801.367,1541_Bridge05844A_afterpour_startup_21-11-11-0435pm_190.ASC
11/15/2021 16:09:27.849,11/15/2021 16:39:29.236,1801.387,1542_Bridge05844A_afterpour_startup_21-11-11-0435pm_191.ASC
11/15/2021 16:39:29.236,11/15/2021 17:09:30.749,1801.513,1543_Bridge05844A_afterpour_startup_21-11-11-0435pm_192.ASC
11/15/2021 17:09:30.749,11/15/2021 17:39:32.136,1801.387,1544_Bridge05844A_afterpour_startup_21-11-11-0435pm_193.ASC
11/15/2021 17:39:32.136,11/15/2021 18:09:33.556,1801.420,1545_Bridge05844A_afterpour_startup_21-11-11-0435pm_194.ASC
11/15/2021 18:09:33.556,11/15/2021 18:39:34.929,1801.373,1546_Bridge05844A_afterpour_startup_21-11-11-0435pm_195.ASC
11/15/2021 18:39:34.929,11/15/2021 19:09:36.309,1801.380,1547_Bridge05844A_afterpour_startup_21-11-11-0435pm_196.ASC
11/15/2021 19:09:36.309,11/15/2021 19:39:37.682,1801.373,1548_Bridge05844A_afterpour_startup_21-11-11-0435pm_197.ASC
11/15/2021 19:39:37.682,11/15/2021 20:09:39.049,1801.367,1549_Bridge05844A_afterpour_startup_21-11-11-0435pm_198.ASC
11/15/2021 20:09:39.049,11/15/2021 20:39:40.509,1801.460,1550_Bridge05844A_afterpour_startup_21-11-11-0435pm_199.ASC
11/15/2021 20:39:40.509,11/15/2021 21:09:41.956,1801.447,1551_Bridge05844A_afterpour_startup_21-11-11-0435pm_200.ASC
11/15/2021 21:09:41.956,11/15/2021 21:39:43.303,1801.347,1552_Bridge05844A_afterpour_startup_21-11-11-0435pm_201.ASC
11/15/2021 21:39:43.303,11/15/2021 22:09:44.696,1801.393,1553_Bridge05844A_afterpour_startup_21-11-11-0435pm_202.ASC
11/15/2021 22:09:44.696,11/15/2021 22:39:46.056,1801.360,1554_Bridge05844A_afterpour_startup_21-11-11-0435pm_203.ASC
11/15/2021 22:39:46.056,11/15/2021 23:09:47.516,1801.460,1555_Bridge05844A_afterpour_startup_21-11-11-0435pm_204.ASC
11/15/2021 23:09:47.516,11/15/2021 23:39:48.936,1801.420,1556_Bridge05844A_afterpour_startup_21-11-11-0435pm_205.ASC
11/15/2021 23:39:48.936,11/16/2021 0:09:50.309,1801.373,1557_Bridge05844A_afterpour_startup_21-11-11-0435pm_206.ASC
11/16/2021 0:09:50.309,11/16/2021 0:39:51.682,1801.373,1558_Bridge05844A_afterpour_startup_21-11-11-0435pm_207.ASC
11/16/2021 0:39:51.682,11/16/2021 1:09:53.075,1801.393,1559_Bridge05844A_afterpour_startup_21-11-11-0435pm_208.ASC
11/16/2021 1:09:53.075,11/16/2021 1:39:54.462,1801.387,1560_Bridge05844A_afterpour_startup_21-11-11-0435pm_209.ASC
11/16/2021 1:39:54.462,11/16/2021 2:09:55.842,1801.380,1561_Bridge05844A_afterpour_startup_21-11-11-0435pm_210.ASC
11/16/2021 2:09:55.842,11/16/2021 2:39:57.329,1801.487,1562_Bridge05844A_afterpour_startup_21-11-11-0435pm_211.ASC
11/16/2021 2:39:57.329,11/16/2021 3:09:58.742,1801.413,1563_Bridge05844A_afterpour_startup_21-11-11-0435pm_212.ASC
11/16/2021 3:09:58.742,11/16/2021 3:40:00.129,1801.387,1564_Bridge05844A_afterpour_startup_21-11-11-0435pm_213.ASC
11/16/2021 3:40:00.129,11/16/2021 4:10:01.502,1801.373,1565_Bridge05844A_afterpour_startup_21-11-11-0435pm_214.ASC
11/16/2021 4:10:01.502,11/16/2021 4:40:02.922,1801.420,1566_Bridge05844A_afterpour_startup_21-11-11-0435pm_215.ASC
11/16/2021 4:40:02.922,11/16/2021 5:10:04.295,1801.373,1567_Bridge05844A_afterpour_startup_21-11-11-0435pm_216.ASC
11/16/2021 5:10:04.295,11/16/2021 5:40:05.662,1801.367,1568_Bridge05844A_afterpour_startup_21-11-11-0435pm_217.ASC
11/16/2021 5:40:05.662,11/16/2021 6:10:07.109,1801.447,1569_Bridge05844A_afterpour_startup_21-11-11-0435pm_218.ASC
11/16/2021 6:10:07.109,11/16/2021 6:40:08.516,1801.407,1570_Bridge05844A_afterpour_startup_21-11-11-0435pm_219.ASC
11/16/2021 6:40:08.516,11/16/2021 7:10:09.889,1801.373,1571_Bridge05844A_afterpour_startup_21-11-11-0435pm_220.ASC
11/16/2021 7:10:09.889,11/16/2021 7:40:11.262,1801.373,1572_Bridge05844A_afterpour_startup_21-11-11-0435pm_221.ASC
11/16/2021 7:40:11.262,11/16/2021 8:10:12.642,1801.380,1573_Bridge05844A_afterpour_startup_21-11-11-0435pm_222.ASC
11/16/2021 8:10:12.642,11/16/2021 8:40:14.035,1801.393,1574_Bridge05844A_afterpour_startup_21-11-11-0435pm_223.ASC
11/16/2021 8:40:14.035,11/16/2021 9:10:15.522,1801.487,1575_Bridge05844A_afterpour_startup_21-11-11-0435pm_224.ASC
11/16/2021 9:10:15.522,11/16/2021 9:21:07.289,651.767,1576_Bridge05844A_afterpour_startup_21-11-11-0435pm_225.ASC
11/16/2021 11:44:00.000,11/16/2021 12:14:00.773,1800.773,1577_Bridge05844A_afterpour_startup_21-11-16-1144am.ASC
11/16/2021 12:14:00.773,11/16/2021 12:44:02.206,1801.433,1578_Bridge05844A_afterpour_startup_21-11-16-1144am_001.ASC
11/16/2021 12:44:02.206,11/16/2021 13:14:03.546,1801.340,1579_Bridge05844A_afterpour_startup_21-11-16-1144am_002.ASC
11/16/2021 13:14:03.546,11/16/2021 13:44:04.913,1801.367,1580_Bridge05844A_afterpour_startup_21-11-16-1144am_003.ASC
11/16/2021 13:44:04.913,11/16/2021 14:14:06.366,1801.453,1581_Bridge05844A_afterpour_startup_21-11-16-1144am_004.ASC
11/16/2021 14:14:06.366,11/16/2021 14:44:07.813,1801.447,1582_Bridge05844A_afterpour_startup_21-11-16-1144am_005.ASC
11/16/2021 14:44:07.813,11/16/2021 15:14:09.186,1801.373,1583_Bridge05844A_afterpour_startup_21-11-16-1144am_006.ASC
11/16/2021 15:14:09.186,11/16/2021 15:44:10.546,1801.360,1584_Bridge05844A_afterpour_startup_21-11-16-1144am_007.ASC
11/16/2021 15:44:10.546,11/16/2021 16:14:11.906,1801.360,1585_Bridge05844A_afterpour_startup_21-11-16-1144am_008.ASC
11/16/2021 16:14:11.906,11/16/2021 16:44:13.413,1801.507,1586_Bridge05844A_afterpour_startup_21-11-16-1144am_009.ASC
11/16/2021 16:44:13.413,11/16/2021 17:14:14.706,1801.293,1587_Bridge05844A_afterpour_startup_21-11-16-1144am_010.ASC
11/16/2021 17:14:14.706,11/16/2021 17:44:16.153,1801.447,1588_Bridge05844A_afterpour_startup_21-11-16-1144am_011.ASC
11/16/2021 17:44:16.153,11/16/2021 18:14:17.526,1801.373,1589_Bridge05844A_afterpour_startup_21-11-16-1144am_012.ASC
11/16/2021 18:14:17.526,11/16/2021 18:44:18.939,1801.413,1590_Bridge05844A_afterpour_startup_21-11-16-1144am_013.ASC
11/16/2021 18:44:18.939,11/16/2021 19:14:20.306,1801.367,1591_Bridge05844A_afterpour_startup_21-11-16-1144am_014.ASC
11/16/2021 19:14:20.306,11/16/2021 19:44:21.766,1801.460,1592_Bridge05844A_afterpour_startup_21-11-16-1144am_015.ASC
11/16/2021 19:44:21.766,11/16/2021 20:14:23.193,1801.427,1593_Bridge05844A_afterpour_startup_21-11-16-1144am_016.ASC
11/16/2021 20:14:23.193,11/16/2021 20:44:24.566,1801.373,1594_Bridge05844A_afterpour_startup_21-11-16-1144am_017.ASC
11/16/2021 20:44:24.566,11/16/2021 21:14:25.939,1801.373,1595_Bridge05844A_afterpour_startup_21-11-16-1144am_018.ASC
11/16/2021 21:14:25.939,11/16/2021 21:44:27.312,1801.373,1596_Bridge05844A_afterpour_startup_21-11-16-1144am_019.ASC
11/16/2021 21:44:27.312,11/16/2021 22:14:28.665,1801.353,1597_Bridge05844A_afterpour_startup_21-11-16-1144am_020.ASC
11/16/2021 22:14:28.665,11/16/2021 22:44:30.138,1801.473,1598_Bridge05844A_afterpour_startup_21-11-16-1144am_021.ASC
11/16/2021 22:44:30.138,11/16/2021 23:14:31.545,1801.407,1599_Bridge05844A_afterpour_startup_21-11-16-1144am_022.ASC
11/16/2021 23:14:31.545,11/16/2021 23:44:32.918,1801.373,1600_Bridge05844A_afterpour_startup_21-11-16-1144am_023.ASC
11/16/2021 23:44:32.918,11/17/2021 0:14:34.285,1801.367,1601_Bridge05844A_afterpour_startup_21-11-16-1144am_024.ASC
11/17/2021 0:14:34.285,11/17/2021 0:44:35.685,1801.400,1602_Bridge05844A_afterpour_startup_21-11-16-1144am_025.ASC
11/17/2021 0:44:35.685,11/17/2021 1:14:37.132,1801.447,1603_Bridge05844A_afterpour_startup_21-11-16-1144am_026.ASC
11/17/2021 1:14:37.132,11/17/2021 1:44:38.559,1801.427,1604_Bridge05844A_afterpour_startup_21-11-16-1144am_027.ASC
11/17/2021 1:44:38.559,11/17/2021 2:14:39.932,1801.373,1605_Bridge05844A_afterpour_startup_21-11-16-1144am_028.ASC
11/17/2021 2:14:39.932,11/17/2021 2:44:41.305,1801.373,1606_Bridge05844A_afterpour_startup_21-11-16-1144am_029.ASC
11/17/2021 2:44:41.305,11/17/2021 3:14:42.698,1801.393,1607_Bridge05844A_afterpour_startup_21-11-16-1144am_030.ASC
11/17/2021 3:14:42.698,11/17/2021 3:44:44.071,1801.373,1608_Bridge05844A_afterpour_startup_21-11-16-1144am_031.ASC
11/17/2021 3:44:44.071,11/17/2021 4:14:45.438,1801.367,1609_Bridge05844A_afterpour_startup_21-11-16-1144am_032.ASC
11/17/2021 4:14:45.438,11/17/2021 4:44:46.818,1801.380,1610_Bridge05844A_afterpour_startup_21-11-16-1144am_033.ASC
11/17/2021 4:44:46.818,11/17/2021 5:14:48.271,1801.453,1611_Bridge05844A_afterpour_startup_21-11-16-1144am_034.ASC
11/17/2021 5:14:48.271,11/17/2021 5:44:49.718,1801.447,1612_Bridge05844A_afterpour_startup_21-11-16-1144am_035.ASC
11/17/2021 5:44:49.718,11/17/2021 6:14:51.065,1801.347,1613_Bridge05844A_afterpour_startup_21-11-16-1144am_036.ASC
11/17/2021 6:14:51.065,11/17/2021 6:44:52.472,1801.407,1614_Bridge05844A_afterpour_startup_21-11-16-1144am_037.ASC
11/17/2021 6:44:52.472,11/17/2021 7:14:53.812,1801.340,1615_Bridge05844A_afterpour_startup_21-11-16-1144am_038.ASC
11/17/2021 7:14:53.812,11/17/2021 7:44:55.185,1801.373,1616_Bridge05844A_afterpour_startup_21-11-16-1144am_039.ASC
11/17/2021 7:44:55.185,11/17/2021 8:14:56.652,1801.467,1617_Bridge05844A_afterpour_startup_21-11-16-1144am_040.ASC
11/17/2021 8:14:56.652,11/17/2021 8:44:58.079,1801.427,1618_Bridge05844A_afterpour_startup_21-11-16-1144am_041.ASC
11/17/2021 8:44:58.079,11/17/2021 9:14:59.452,1801.373,1619_Bridge05844A_afterpour_startup_21-11-16-1144am_042.ASC
11/17/2021 9:14:59.452,11/17/2021 9:45:00.825,1801.373,1620_Bridge05844A_afterpour_startup_21-11-16-1144am_043.ASC
11/17/2021 9:45:00.825,11/17/2021 10:15:02.198,1801.373,1621_Bridge05844A_afterpour_startup_21-11-16-1144am_044.ASC
11/17/2021 10:15:02.198,11/17/2021 10:45:03.565,1801.367,1622_Bridge05844A_afterpour_startup_21-11-16-1144am_045.ASC
11/17/2021 10:45:03.565,11/17/2021 11:15:05.045,1801.480,1623_Bridge05844A_afterpour_startup_21-11-16-1144am_046.ASC
11/17/2021 11:15:05.045,11/17/2021 11:45:06.412,1801.367,1624_Bridge05844A_afterpour_startup_21-11-16-1144am_047.ASC
11/17/2021 11:45:06.412,11/17/2021 12:15:07.825,1801.413,1625_Bridge05844A_afterpour_startup_21-11-16-1144am_048.ASC
11/17/2021 12:15:07.825,11/17/2021 12:45:09.218,1801.393,1626_Bridge05844A_afterpour_startup_21-11-16-1144am_049.ASC
11/17/2021 12:45:09.218,11/17/2021 13:15:10.591,1801.373,1627_Bridge05844A_afterpour_startup_21-11-16-1144am_050.ASC
11/17/2021 13:15:10.591,11/17/2021 13:45:11.964,1801.373,1628_Bridge05844A_afterpour_startup_21-11-16-1144am_051.ASC
11/17/2021 13:45:11.964,11/17/2021 14:15:13.411,1801.447,1629_Bridge05844A_afterpour_startup_21-11-16-1144am_052.ASC
11/17/2021 14:15:13.411,11/17/2021 14:45:14.778,1801.367,1630_Bridge05844A_afterpour_startup_21-11-16-1144am_053.ASC
11/17/2021 14:45:14.778,11/17/2021 15:15:16.238,1801.460,1631_Bridge05844A_afterpour_startup_21-11-16-1144am_054.ASC
11/17/2021 15:15:16.238,11/17/2021 15:23:46.665,510.427,1632_Bridge05844A_afterpour_startup_21-11-16-1144am_055.ASC
11/17/2021 15:36:00.000,11/17/2021 16:06:00.813,1800.813,1633_Bridge05844A_afterpour_startup_21-11-17-336pm.ASC
11/17/2021 16:06:00.813,11/17/2021 16:36:02.260,1801.447,1634_Bridge05844A_afterpour_startup_21-11-17-336pm_001.ASC
11/17/2021 16:36:02.260,11/17/2021 17:06:03.647,1801.387,1635_Bridge05844A_afterpour_startup_21-11-17-336pm_002.ASC
11/17/2021 17:06:03.647,11/17/2021 17:36:05.034,1801.387,1636_Bridge05844A_afterpour_startup_21-11-17-336pm_003.ASC
11/17/2021 17:36:05.034,11/17/2021 18:06:06.394,1801.360,1637_Bridge05844A_afterpour_startup_21-11-17-336pm_004.ASC
11/17/2021 18:06:06.394,11/17/2021 18:36:07.794,1801.400,1638_Bridge05844A_afterpour_startup_21-11-17-336pm_005.ASC
11/17/2021 18:36:07.794,11/17/2021 19:06:09.167,1801.373,1639_Bridge05844A_afterpour_startup_21-11-17-336pm_006.ASC
11/17/2021 19:06:09.167,11/17/2021 19:36:10.540,1801.373,1640_Bridge05844A_afterpour_startup_21-11-17-336pm_007.ASC
11/17/2021 19:36:10.540,11/17/2021 20:06:11.947,1801.407,1641_Bridge05844A_afterpour_startup_21-11-17-336pm_008.ASC
11/17/2021 20:06:11.947,11/17/2021 20:36:13.414,1801.467,1642_Bridge05844A_afterpour_startup_21-11-17-336pm_009.ASC
11/17/2021 20:36:13.414,11/17/2021 21:06:14.861,1801.447,1643_Bridge05844A_afterpour_startup_21-11-17-336pm_010.ASC
11/17/2021 21:06:14.861,11/17/2021 21:36:16.221,1801.360,1644_Bridge05844A_afterpour_startup_21-11-17-336pm_011.ASC
11/17/2021 21:36:16.221,11/17/2021 22:06:17.621,1801.400,1645_Bridge05844A_afterpour_startup_21-11-17-336pm_012.ASC
11/17/2021 22:06:17.621,11/17/2021 22:36:18.994,1801.373,1646_Bridge05844A_afterpour_startup_21-11-17-336pm_013.ASC
11/17/2021 22:36:18.994,11/17/2021 23:06:20.374,1801.380,1647_Bridge05844A_afterpour_startup_21-11-17-336pm_014.ASC
11/17/2021 23:06:20.374,11/17/2021 23:36:21.767,1801.393,1648_Bridge05844A_afterpour_startup_21-11-17-336pm_015.ASC
11/17/2021 23:36:21.767,11/18/2021 0:06:23.260,1801.493,1649_Bridge05844A_afterpour_startup_21-11-17-336pm_016.ASC
11/18/2021 0:06:23.260,11/18/2021 0:36:24.693,1801.433,1650_Bridge05844A_afterpour_startup_21-11-17-336pm_017.ASC
11/18/2021 0:36:24.693,11/18/2021 1:06:26.073,1801.380,1651_Bridge05844A_afterpour_startup_21-11-17-336pm_018.ASC
11/18/2021 1:06:26.073,11/18/2021 1:36:27.493,1801.420,1652_Bridge05844A_afterpour_startup_21-11-17-336pm_019.ASC
11/18/2021 1:36:27.493,11/18/2021 2:06:28.833,1801.340,1653_Bridge05844A_afterpour_startup_21-11-17-336pm_020.ASC
11/18/2021 2:06:28.833,11/18/2021 2:36:30.253,1801.420,1654_Bridge05844A_afterpour_startup_21-11-17-336pm_021.ASC
11/18/2021 2:36:30.253,11/18/2021 3:06:31.626,1801.373,1655_Bridge05844A_afterpour_startup_21-11-17-336pm_022.ASC
11/18/2021 3:06:31.626,11/18/2021 3:36:33.033,1801.407,1656_Bridge05844A_afterpour_startup_21-11-17-336pm_023.ASC
11/18/2021 3:36:33.033,11/18/2021 4:06:34.400,1801.367,1657_Bridge05844A_afterpour_startup_21-11-17-336pm_024.ASC
11/18/2021 4:06:34.400,11/18/2021 4:36:35.780,1801.380,1658_Bridge05844A_afterpour_startup_21-11-17-336pm_025.ASC
11/18/2021 4:36:35.780,11/18/2021 5:06:37.260,1801.480,1659_Bridge05844A_afterpour_startup_21-11-17-336pm_026.ASC
11/18/2021 5:06:37.260,11/18/2021 5:36:38.600,1801.340,1660_Bridge05844A_afterpour_startup_21-11-17-336pm_027.ASC
11/18/2021 5:36:38.600,11/18/2021 6:06:40.060,1801.460,1661_Bridge05844A_afterpour_startup_21-11-17-336pm_028.ASC
11/18/2021 6:06:40.060,11/18/2021 6:36:41.440,1801.380,1662_Bridge05844A_afterpour_startup_21-11-17-336pm_029.ASC
